Pclass,Age,SibSp,Parch,Fare,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Survived
1.0,0.2711736617240513,0.125,0.0,-0.5021631365156053,0.0,1.0,0.0,0.0,1.0,0
0.0,0.4722292033174164,0.125,0.0,0.7864036178345383,1.0,0.0,1.0,0.0,0.0,1
1.0,0.32143754712239253,0.0,0.0,-0.48857985158126105,1.0,0.0,0.0,0.0,1.0,1
0.0,0.43453128926866047,0.125,0.0,0.4204940697654092,1.0,0.0,0.0,0.0,1.0,1
1.0,0.43453128926866047,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
1.0,0.3465694898215632,0.0,0.0,-0.4778480503138746,0.0,1.0,0.0,1.0,0.0,0
0.0,0.6732847449107816,0.0,0.0,0.3955913807191113,0.0,1.0,0.0,0.0,1.0,0
1.0,0.01985423473234481,0.375,0.16666666666666666,-0.22395733767514675,0.0,1.0,0.0,0.0,1.0,0
1.0,0.33400351847197784,0.0,0.3333333333333333,-0.42401799520369554,1.0,0.0,0.0,0.0,1.0,1
0.5,0.17064589092736868,0.125,0.0,-0.04293139010125909,1.0,0.0,1.0,0.0,0.0,1
1.0,0.04498617743151546,0.125,0.16666666666666666,-0.3119971474347855,1.0,0.0,0.0,0.0,1.0,1
0.0,0.7235486303091229,0.0,0.0,-0.11378180431879875,1.0,0.0,0.0,0.0,1.0,1
1.0,0.24604171902488062,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
1.0,0.4847951746670017,0.125,0.8333333333333334,-0.01869880977838891,0.0,1.0,0.0,0.0,1.0,0
1.0,0.17064589092736868,0.0,0.0,-0.4900045872454856,1.0,0.0,0.0,0.0,1.0,0
0.5,0.6858507162603669,0.0,0.0,-0.32608351699632776,1.0,0.0,0.0,0.0,1.0,1
1.0,0.01985423473234481,0.5,0.16666666666666666,-0.061964087717411374,0.0,1.0,0.0,1.0,0.0,0
0.5,0.38426740387031916,0.0,0.0,-0.38645367226008004,0.0,1.0,0.0,0.0,1.0,1
1.0,0.38426740387031916,0.125,0.0,-0.28583674682049287,1.0,0.0,0.0,0.0,1.0,0
1.0,0.4093993465694898,0.0,0.0,-0.5026662211428032,1.0,0.0,1.0,0.0,0.0,1
0.5,0.43453128926866047,0.0,0.0,-0.12484966611715337,0.0,1.0,0.0,0.0,1.0,0
0.5,0.42196531791907516,0.0,0.0,-0.38645367226008004,0.0,1.0,0.0,0.0,1.0,1
1.0,0.18321186227695402,0.0,0.0,-0.48648299485510005,1.0,0.0,0.0,1.0,0.0,1
0.0,0.3465694898215632,0.0,0.0,0.06632249221806229,0.0,1.0,0.0,0.0,1.0,1
1.0,0.09525006282985675,0.375,0.16666666666666666,-0.22395733767514675,1.0,0.0,0.0,0.0,1.0,0
1.0,0.4722292033174164,0.125,0.8333333333333334,-0.016434928955998185,1.0,0.0,0.0,0.0,1.0,1
1.0,0.3465694898215632,0.0,0.0,-0.5026662211428032,0.0,1.0,1.0,0.0,0.0,0
0.0,0.23347574767529528,0.375,0.3333333333333333,4.644392599719279,0.0,1.0,0.0,0.0,1.0,0
1.0,0.42196531791907516,0.0,0.0,-0.4895015026182876,1.0,0.0,0.0,1.0,0.0,1
1.0,0.4722292033174164,0.0,0.0,-0.4891674544258282,0.0,1.0,0.0,0.0,1.0,0
0.0,0.4973611460165871,0.0,0.0,-0.09022134505786503,0.0,1.0,1.0,0.0,0.0,0
0.0,0.33400351847197784,0.125,0.0,2.300436803386727,1.0,0.0,1.0,0.0,0.0,1
1.0,0.35913546117114853,0.0,0.0,-0.49210144397164657,1.0,0.0,0.0,1.0,0.0,1
0.5,0.8240764011058055,0.0,0.0,-0.43676213497987365,0.0,1.0,0.0,0.0,1.0,0
0.0,0.3465694898215632,0.125,0.0,1.0054969729792393,0.0,1.0,1.0,0.0,0.0,0
0.0,0.5224930887157577,0.125,0.0,0.39835834616870003,0.0,1.0,0.0,0.0,1.0,0
1.0,0.37170143252073384,0.0,0.0,-0.502581702925434,0.0,1.0,1.0,0.0,0.0,1
1.0,0.2586076903744659,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
1.0,0.22090977632570996,0.25,0.0,-0.28583674682049287,1.0,0.0,0.0,0.0,1.0,0
1.0,0.17064589092736868,0.125,0.0,-0.4218366202601652,1.0,0.0,1.0,0.0,0.0,1
1.0,0.4973611460165871,0.125,0.0,-0.457388604694989,1.0,0.0,0.0,0.0,1.0,0
0.5,0.33400351847197784,0.125,0.0,-0.22546659155674054,1.0,0.0,0.0,0.0,1.0,0
1.0,0.3465694898215632,0.0,0.0,-0.4891674544258282,0.0,1.0,1.0,0.0,0.0,0
0.5,0.032420206081930136,0.125,0.3333333333333333,0.18865657484452997,1.0,0.0,1.0,0.0,0.0,1
1.0,0.23347574767529528,0.0,0.0,-0.4895015026182876,1.0,0.0,0.0,1.0,0.0,1
1.0,0.42196531791907516,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
1.0,0.35913546117114853,0.125,0.0,-0.3361452095402864,0.0,1.0,0.0,1.0,0.0,0
1.0,0.37170143252073384,0.0,0.0,-0.49210144397164657,1.0,0.0,0.0,1.0,0.0,1
1.0,0.35913546117114853,0.25,0.0,-0.211798788405027,0.0,1.0,1.0,0.0,0.0,0
1.0,0.22090977632570996,0.125,0.0,-0.28986142383807634,1.0,0.0,0.0,0.0,1.0,0
1.0,0.08268409148027142,0.5,0.16666666666666666,0.15058916727371655,0.0,1.0,0.0,0.0,1.0,0
1.0,0.2586076903744659,0.0,0.0,-0.49109527471725073,0.0,1.0,0.0,0.0,1.0,0
0.0,0.610454888162855,0.125,0.0,0.895993560684828,1.0,0.0,1.0,0.0,0.0,1
0.5,0.35913546117114853,0.125,0.0,-0.12484966611715337,1.0,0.0,0.0,0.0,1.0,1
0.0,0.8115104297562201,0.0,0.16666666666666666,0.5991736306380456,0.0,1.0,1.0,0.0,0.0,0
0.0,0.38426740387031916,0.0,0.0,0.06632249221806229,0.0,1.0,0.0,0.0,1.0,1
0.5,0.2586076903744659,0.0,0.0,-0.43676213497987365,1.0,0.0,0.0,0.0,1.0,1
1.0,0.35285247549635584,0.0,0.0,-0.502581702925434,0.0,1.0,1.0,0.0,0.0,0
0.5,0.05755214878110078,0.125,0.3333333333333333,-0.08963374221329785,1.0,0.0,0.0,0.0,1.0,1
1.0,0.13294797687861273,0.625,0.3333333333333333,0.29572908222032107,0.0,1.0,0.0,0.0,1.0,0
1.0,0.2711736617240513,0.0,0.0,-0.502581702925434,0.0,1.0,1.0,0.0,0.0,0
0.0,0.4722292033174164,0.0,0.0,0.9618131286303883,1.0,0.0,0.0,0.0,1.0,1
0.0,0.5601910027645137,0.125,0.0,1.0317418918109011,0.0,1.0,0.0,0.0,1.0,0
1.0,0.04498617743151546,0.375,0.3333333333333333,-0.08661523445011025,0.0,1.0,0.0,0.0,1.0,0
0.0,0.35913546117114853,0.0,0.0,-0.09022134505786503,0.0,1.0,1.0,0.0,0.0,0
1.0,0.35913546117114853,0.125,0.16666666666666666,-0.34126057402963506,0.0,1.0,1.0,0.0,0.0,1
0.5,0.35913546117114853,0.0,0.0,-0.43676213497987365,1.0,0.0,0.0,0.0,1.0,1
1.0,0.23347574767529528,0.0,0.0,-0.4838850658402499,0.0,1.0,0.0,0.0,1.0,0
1.0,0.20834380497612465,0.5,0.3333333333333333,-0.48857985158126105,1.0,0.0,0.0,0.0,1.0,1
1.0,0.32143754712239253,0.25,0.0,-0.4737388550789219,0.0,1.0,0.0,0.0,1.0,0
0.5,0.39683337521990447,0.0,0.0,-0.43676213497987365,0.0,1.0,0.0,0.0,1.0,0
1.0,0.19577783362653933,0.625,0.3333333333333333,0.29572908222032107,1.0,0.0,0.0,0.0,1.0,0
0.5,0.2586076903744659,0.0,0.0,0.8310111255589249,0.0,1.0,0.0,0.0,1.0,0
1.0,0.32143754712239253,0.125,0.0,-0.3571902456652305,0.0,1.0,1.0,0.0,0.0,0
1.0,0.39683337521990447,0.0,0.0,0.48882906084695926,0.0,1.0,0.0,0.0,1.0,1
1.0,0.3088715757728072,0.0,0.0,-0.49411378248043836,0.0,1.0,0.0,0.0,1.0,0
1.0,0.4470972606182458,0.0,0.0,-0.4891674544258282,0.0,1.0,0.0,0.0,1.0,0
1.0,0.5476250314149284,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
0.5,0.005152048253329982,0.0,0.3333333333333333,-0.06447951085340105,0.0,1.0,0.0,0.0,1.0,1
1.0,0.37170143252073384,0.0,0.0,-0.39701844943123665,1.0,0.0,0.0,0.0,1.0,1
1.0,0.2711736617240513,0.0,0.0,-0.4669472126117498,0.0,1.0,0.0,0.0,1.0,0
1.0,0.35913546117114853,0.0,0.0,-0.4568855200677911,0.0,1.0,0.0,0.0,1.0,1
1.0,0.33400351847197784,0.0,0.0,-0.49134681703084965,1.0,0.0,0.0,1.0,0.0,1
0.0,0.3465694898215632,0.0,0.0,0.2997537592379046,0.0,1.0,0.0,0.0,1.0,0
0.5,0.20834380497612465,0.0,0.0,-0.43676213497987365,1.0,0.0,0.0,0.0,1.0,1
1.0,0.4093993465694898,0.375,0.0,-0.32910202475951533,1.0,0.0,0.0,0.0,1.0,1
1.0,0.19577783362653933,0.125,0.5,0.043683683994155176,0.0,1.0,0.0,0.0,1.0,0
1.0,0.37170143252073384,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
0.0,0.2837396330736366,0.375,0.3333333333333333,4.644392599719279,1.0,0.0,0.0,0.0,1.0,1
1.0,0.2963056044232219,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
1.0,0.35913546117114853,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
1.0,0.24604171902488062,0.0,0.0,-0.4900045872454856,0.0,1.0,0.0,0.0,1.0,0
0.0,0.572756974114099,0.125,0.0,0.5829904043503424,0.0,1.0,0.0,0.0,1.0,0
1.0,0.32143754712239253,0.125,0.3333333333333333,-0.23401903021910547,0.0,1.0,0.0,0.0,1.0,0
1.0,0.7361146016587082,0.0,0.0,-0.5021631365156053,0.0,1.0,0.0,0.0,1.0,0
1.0,0.42196531791907516,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
0.0,0.8869062578537321,0.0,0.0,0.04930213311070178,0.0,1.0,1.0,0.0,0.0,0
0.0,0.2837396330736366,0.0,0.16666666666666666,0.6269257910127927,0.0,1.0,1.0,0.0,0.0,1
0.5,0.42196531791907516,0.0,0.16666666666666666,-0.18521982138090567,1.0,0.0,0.0,0.0,1.0,1
0.5,0.42196531791907516,0.125,0.0,-0.12484966611715337,0.0,1.0,0.0,0.0,1.0,0
1.0,0.3465694898215632,0.0,0.0,-0.4891674544258282,1.0,0.0,0.0,0.0,1.0,0
1.0,0.38426740387031916,0.0,0.0,-0.4891674544258282,0.0,1.0,0.0,0.0,1.0,0
0.0,0.2586076903744659,0.0,0.16666666666666666,0.907228446579412,0.0,1.0,0.0,0.0,1.0,0
1.0,0.4093993465694898,0.0,0.0,-0.47390587917515165,0.0,1.0,0.0,0.0,1.0,0
1.0,0.4596632319678311,0.25,0.0,-0.48857985158126105,0.0,1.0,0.0,0.0,1.0,0
1.0,0.3465694898215632,0.0,0.0,-0.4891674544258282,0.0,1.0,0.0,0.0,1.0,0
1.0,0.2586076903744659,0.0,0.0,-0.49411378248043836,1.0,0.0,0.0,0.0,1.0,1
1.0,0.37170143252073384,0.0,0.0,-0.4915983593444487,0.0,1.0,0.0,0.0,1.0,1
1.0,0.4722292033174164,0.0,0.0,-0.4891674544258282,0.0,1.0,0.0,0.0,1.0,0
1.0,0.33400351847197784,0.125,0.0,-0.16207792852980066,1.0,0.0,0.0,1.0,0.0,1
0.0,0.5853229454636844,0.0,0.0,0.39835834616870003,0.0,1.0,0.0,0.0,1.0,0
1.0,0.17692887660216136,0.125,0.0,-0.3571902456652305,1.0,0.0,1.0,0.0,0.0,0
1.0,0.2711736617240513,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
1.0,0.24604171902488062,0.125,0.0,-0.45034541991421795,1.0,0.0,0.0,0.0,1.0,0
1.0,0.20834380497612465,0.0,0.0,-0.35710773978637,1.0,0.0,1.0,0.0,0.0,0
1.0,0.2586076903744659,0.0,0.0,-0.48857985158126105,0.0,1.0,0.0,0.0,1.0,0
1.0,0.8806232721789394,0.0,0.0,-0.49210144397164657,0.0,1.0,0.0,1.0,0.0,0
0.5,0.35913546117114853,0.125,0.0,-0.22546659155674054,0.0,1.0,0.0,0.0,1.0,0
0.0,0.2963056044232219,0.0,0.16666666666666666,4.332898697266388,0.0,1.0,1.0,0.0,0.0,0
1.0,0.01985423473234481,0.5,0.3333333333333333,-0.01869880977838891,1.0,0.0,0.0,0.0,1.0,0
0.5,0.2586076903744659,0.25,0.0,0.8310111255589249,0.0,1.0,0.0,0.0,1.0,0
1.0,0.4470972606182458,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
0.5,0.40311636089469716,0.125,0.0,-0.04293139010125909,0.0,1.0,1.0,0.0,0.0,0
0.5,0.40311636089469716,0.0,0.0,-0.38645367226008004,1.0,0.0,0.0,0.0,1.0,1
0.0,0.6732847449107816,0.0,0.16666666666666666,0.907228446579412,0.0,1.0,0.0,0.0,1.0,0
1.0,0.14551394822819805,0.125,0.0,-0.4218366202601652,0.0,1.0,1.0,0.0,0.0,1
1.0,0.35913546117114853,0.0,0.0,-0.49210144397164657,0.0,1.0,0.0,1.0,0.0,0
1.0,0.2963056044232219,0.0,0.0,-0.5043424991206268,0.0,1.0,0.0,0.0,1.0,1
1.0,0.42196531791907516,0.125,0.16666666666666666,-0.1981329975918223,1.0,0.0,1.0,0.0,0.0,1
1.0,0.5601910027645137,0.0,0.0,-0.5076970674147826,0.0,1.0,0.0,0.0,1.0,0
1.0,0.4093993465694898,0.0,0.0,-0.4891674544258282,0.0,1.0,1.0,0.0,0.0,0
1.0,0.24604171902488062,0.0,0.0,-0.5061878135331888,0.0,1.0,0.0,0.0,1.0,0
1.0,0.5853229454636844,0.125,0.0,-0.35626859462820387,1.0,0.0,0.0,0.0,1.0,0
0.5,0.35913546117114853,0.125,0.0,-0.12484966611715337,1.0,0.0,0.0,0.0,1.0,1
0.5,0.3088715757728072,0.0,0.0,-0.38645367226008004,0.0,1.0,0.0,0.0,1.0,0
0.5,0.2837396330736366,0.0,0.0,-0.3452852510472186,0.0,1.0,1.0,0.0,0.0,0
0.0,0.23347574767529528,0.0,0.3333333333333333,-0.11914871112174634,1.0,0.0,0.0,0.0,1.0,1
0.0,0.4596632319678311,0.125,0.0,0.4204940697654092,0.0,1.0,0.0,0.0,1.0,0
1.0,0.19577783362653933,0.0,0.0,-0.4625864750631981,0.0,1.0,0.0,0.0,1.0,0
0.0,0.2963056044232219,0.0,0.0,0.9457144205600544,0.0,1.0,1.0,0.0,0.0,0
1.0,0.42196531791907516,0.0,0.3333333333333333,-0.34126057402963506,1.0,0.0,1.0,0.0,0.0,0
1.0,0.2711736617240513,0.0,0.0,-0.49210144397164657,1.0,0.0,0.0,0.0,1.0,1
1.0,0.2963056044232219,0.125,0.0,-0.32910202475951533,1.0,0.0,0.0,0.0,1.0,1
1.0,0.23347574767529528,0.0,0.0,-0.512224829059564,0.0,1.0,0.0,1.0,0.0,0
0.5,0.22090977632570996,0.0,0.0,-0.4166387498919562,0.0,1.0,0.0,0.0,1.0,0
0.5,0.23347574767529528,0.125,0.16666666666666666,0.0914767235779591,0.0,1.0,0.0,0.0,1.0,0
1.0,0.33400351847197784,0.0,0.0,-0.49117979293462,0.0,1.0,0.0,0.0,1.0,1
1.0,0.10781603417944208,0.25,0.3333333333333333,0.043683683994155176,1.0,0.0,0.0,0.0,1.0,0
0.5,0.4533802462930384,0.0,0.3333333333333333,-0.12484966611715337,0.0,1.0,0.0,0.0,1.0,0
0.5,0.5224930887157577,0.0,0.0,-0.38645367226008004,0.0,1.0,0.0,0.0,1.0,0
0.5,0.6355868308620256,0.0,0.0,-0.39601228017684087,0.0,1.0,0.0,0.0,1.0,0
0.0,0.2711736617240513,0.125,0.0,0.6921597684522944,1.0,0.0,0.0,0.0,1.0,1
1.0,0.6921337019351596,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
1.0,0.5036441316913798,0.0,0.3333333333333333,-0.35626859462820387,0.0,1.0,0.0,0.0,1.0,0
1.0,0.3465694898215632,0.0,0.0,-0.5009054249476105,0.0,1.0,0.0,0.0,1.0,0
0.0,0.6355868308620256,0.0,0.16666666666666666,0.5870995995852952,0.0,1.0,1.0,0.0,0.0,0
1.0,0.19577783362653933,0.0,0.0,-0.4924375045026148,1.0,0.0,0.0,1.0,0.0,1
1.0,0.37170143252073384,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,0
1.0,0.37170143252073384,0.0,0.0,-0.4737388550789219,0.0,1.0,0.0,0.0,1.0,0
1.0,0.15807991957778336,1.0,0.3333333333333333,0.751523754461651,0.0,1.0,0.0,0.0,1.0,0
1.0,0.5476250314149284,0.0,0.16666666666666666,-0.32407117848753597,0.0,1.0,0.0,0.0,1.0,0
0.5,0.4973611460165871,0.0,0.0,-0.33111436326830707,1.0,0.0,0.0,0.0,1.0,1
1.0,0.32143754712239253,0.0,0.0,-0.4915983593444487,0.0,1.0,0.0,0.0,1.0,0
1.0,0.20834380497612465,0.0,0.0,-0.4737388550789219,0.0,1.0,0.0,0.0,1.0,0
1.0,0.007288263382759489,0.5,0.16666666666666666,0.15058916727371655,0.0,1.0,0.0,0.0,1.0,0
1.0,0.10781603417944208,0.0,0.3333333333333333,-0.23502519947350137,0.0,1.0,0.0,0.0,1.0,1
0.0,0.39683337521990447,0.0,0.16666666666666666,0.4587285014324523,1.0,0.0,0.0,0.0,1.0,1
1.0,0.5601910027645137,0.125,0.6666666666666666,-0.08661523445011025,1.0,0.0,0.0,0.0,1.0,0
0.0,0.37170143252073384,0.0,0.0,-0.12635891999874715,0.0,1.0,0.0,0.0,1.0,0
1.0,0.3465694898215632,0.0,0.0,0.48882906084695926,0.0,1.0,0.0,0.0,1.0,0
0.0,0.7612465443578789,0.0,0.0,0.026075722042227415,0.0,1.0,0.0,0.0,1.0,0
1.0,0.04498617743151546,0.5,0.16666666666666666,-0.061964087717411374,0.0,1.0,0.0,1.0,0.0,0
1.0,0.007288263382759489,0.125,0.16666666666666666,-0.42401799520369554,1.0,0.0,0.0,0.0,1.0,1
1.0,0.2586076903744659,0.0,0.0,-0.48857985158126105,0.0,1.0,0.0,0.0,1.0,0
0.0,0.6984166876099522,0.0,0.0,-0.03035427442131069,0.0,1.0,1.0,0.0,0.0,0
1.0,0.22090977632570996,0.125,0.16666666666666666,-0.4900045872454856,0.0,1.0,0.0,0.0,1.0,0
1.0,0.2711736617240513,0.375,0.16666666666666666,-0.13558146738453974,0.0,1.0,0.0,0.0,1.0,0
0.0,0.6230208595124404,0.0,0.0,-0.07026498406617734,1.0,0.0,1.0,0.0,0.0,0
0.5,0.37170143252073384,0.0,0.0,-0.38645367226008004,0.0,1.0,0.0,0.0,1.0,0
1.0,0.4470972606182458,0.0,0.0,-0.6480576784030068,0.0,1.0,0.0,0.0,1.0,0
1.0,0.24604171902488062,1.0,0.3333333333333333,0.751523754461651,1.0,0.0,0.0,0.0,1.0,0
0.5,0.2837396330736366,0.0,0.0,-0.3452007328298493,0.0,1.0,1.0,0.0,0.0,0
1.0,0.10781603417944208,0.5,0.3333333333333333,-0.016434928955998185,0.0,1.0,0.0,0.0,1.0,0
0.5,0.007288263382759489,0.25,0.16666666666666666,0.13675434002577333,0.0,1.0,0.0,0.0,1.0,1
1.0,0.04498617743151546,0.0,0.3333333333333333,-0.2048401218416252,1.0,0.0,0.0,0.0,1.0,1
0.0,0.38426740387031916,0.0,0.0,0.35811157599286514,0.0,1.0,0.0,0.0,1.0,0
1.0,0.35913546117114853,0.125,0.0,-0.3361452095402864,1.0,0.0,0.0,1.0,0.0,1
0.0,0.5601910027645137,0.0,0.0,-0.11378180431879875,0.0,1.0,0.0,0.0,1.0,1
1.0,0.4973611460165871,0.125,0.16666666666666666,-0.3361452095402864,0.0,1.0,0.0,1.0,0.0,0
1.0,0.4470972606182458,0.0,0.0,-0.4891674544258282,0.0,1.0,0.0,0.0,1.0,0
0.5,0.39683337521990447,0.0,0.0,-0.38645367226008004,1.0,0.0,0.0,0.0,1.0,1
0.5,0.23347574767529528,0.0,0.0,-0.38645367226008004,0.0,1.0,0.0,0.0,1.0,0
1.0,0.23347574767529528,0.125,0.0,-0.4900045872454856,1.0,0.0,0.0,0.0,1.0,1
0.5,0.032420206081930136,0.125,0.16666666666666666,-0.12484966611715337,0.0,1.0,0.0,0.0,1.0,1
0.0,0.5476250314149284,0.0,0.0,-0.09022134505786503,1.0,0.0,1.0,0.0,0.0,1
0.0,0.7235486303091229,0.0,0.0,2.300436803386727,1.0,0.0,1.0,0.0,0.0,1
1.0,0.37170143252073384,0.0,0.0,-0.49210144397164657,0.0,1.0,0.0,1.0,0.0,0
1.0,0.5224930887157577,0.0,0.16666666666666666,-0.478936725447131,0.0,1.0,0.0,0.0,1.0,0
1.0,0.42196531791907516,0.0,0.0,-0.49210144397164657,1.0,0.0,0.0,1.0,0.0,1
0.5,0.2963056044232219,0.0,0.0,-0.38645367226008004,1.0,0.0,0.0,0.0,1.0,0
1.0,0.3465694898215632,0.0,0.0,-0.4568855200677911,0.0,1.0,0.0,0.0,1.0,0
1.0,0.18321186227695402,1.0,0.3333333333333333,0.751523754461651,0.0,1.0,0.0,0.0,1.0,0
1.0,0.42196531791907516,0.0,0.0,-0.5173401935489127,0.0,1.0,0.0,0.0,1.0,0
1.0,0.5664739884393063,0.0,0.0,-0.5026662211428032,0.0,1.0,1.0,0.0,0.0,0
1.0,0.22090977632570996,0.0,0.0,-0.48606442844527137,0.0,1.0,0.0,0.0,1.0,1
1.0,0.01985423473234481,0.0,0.16666666666666666,-0.43751676192067057,1.0,0.0,0.0,0.0,1.0,0
1.0,0.39683337521990447,0.125,0.0,-0.32910202475951533,0.0,1.0,0.0,0.0,1.0,0
1.0,0.32143754712239253,0.0,0.0,-0.26998958106375787,0.0,1.0,1.0,0.0,0.0,1
1.0,0.19577783362653933,0.0,0.0,-0.49210144397164657,1.0,0.0,0.0,1.0,0.0,1
0.0,0.4973611460165871,0.0,0.0,-0.024232740677566176,0.0,1.0,1.0,0.0,0.0,1
1.0,0.2963056044232219,0.0,0.0,-0.5061878135331888,0.0,1.0,0.0,0.0,1.0,0
0.5,0.43453128926866047,0.0,0.0,-0.22546659155674054,1.0,0.0,0.0,0.0,1.0,1
1.0,0.2711736617240513,0.0,0.0,-0.5021631365156053,0.0,1.0,0.0,0.0,1.0,0
0.5,0.37170143252073384,0.0,0.0,-0.38645367226008004,0.0,1.0,0.0,0.0,1.0,0
1.0,0.42196531791907516,0.125,0.0,-0.49210144397164657,0.0,1.0,0.0,1.0,0.0,0
0.0,0.38426740387031916,0.125,0.0,1.6314187674308411,1.0,0.0,1.0,0.0,0.0,1
1.0,0.33400351847197784,0.0,0.0,-0.48857985158126105,1.0,0.0,0.0,0.0,1.0,1
0.5,0.5224930887157577,0.125,0.0,-0.10472628102923592,0.0,1.0,0.0,0.0,1.0,0
0.0,0.39683337521990447,0.0,0.0,0.8871895797088641,1.0,0.0,1.0,0.0,0.0,1
0.5,0.37170143252073384,0.0,0.0,-0.43676213497987365,0.0,1.0,0.0,0.0,1.0,0
